Interação,Resultado
1,0.41218031767503205
2,0.37752667767779774
3,0.36466808931660594
4,0.3600089913746134
5,0.35833557555499745
6,0.3577364325816135
7,0.3575221615076227
8,0.35744556305681024
9,0.3574181843290277
10,0.3574083988078126
11,0.3574049013974557
12,0.35740365140803776
13,0.3574032046575348
