Interação,Resultado
1,1.5
2,1.75
3,1.625
4,1.5625
5,1.59375
6,1.578125
7,1.5859375
8,1.58984375
9,1.591796875
10,1.5927734375
11,1.59228515625
12,1.592041015625
13,1.5921630859375
14,1.59210205078125
15,1.592132568359375
16,1.5921478271484375
17,1.5921401977539062
18,1.5921440124511719
19,1.592142105102539
20,1.5921430587768555
