Interação,Resultado
1,0.6850733573260451
2,0.736298997613654
3,0.7389453559657132
4,0.7390781308800257
5,0.7390847824489231
6,0.7390851156443783
7,0.7390851323349952
8,0.7390851331710709
9,0.7390851332129521
10,0.73908513321505
11,0.7390851332151551
12,0.7390851332151605
13,0.7390851332151607
